Numarul Circumscriptiei,Numarul total de alegatori,Raionul RO,Raionul RU,Localitatea/Adresa RO,Localitatea/Adresa RU,Numarul sectiei de vot,Adresa sectiei de vot
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 21/4,str. Mircești 21/4,200,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432358)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 22/3,str. Mircești 22/3,200,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432358)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 22/3A,str. Mircești 22/3A,200,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432358)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 22/3B,str. Mircești 22/3B,200,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432358)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 22/4,str. Mircești 22/4,200,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432358)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 23/1,str. Mircești 23/1,200,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432358)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 24/1,str. Mircești 24/1,200,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432358)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 28,str. Mircești 28,200,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432358)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Astronom Nicolae Donici,str. Astronom Nicolae Donici,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Balcani 7,str. Balcani 7,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Balcani 7/1,str. Balcani 7/1,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Balcani 7/2,str. Balcani 7/2,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Balcani 7/3,str. Balcani 7/3,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Balcani 7/4,str. Balcani 7/4,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Balcani 7/5,str. Balcani 7/5,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Balcani 7/6,str. Balcani 7/6,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Balcani 7/7,str. Balcani 7/7,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Balcani 7/8,str. Balcani 7/8,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Balcani 7/9,str. Balcani 7/9,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Alexei Belski,str. Alexei Belski,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Nicolai Berzarin,str. Nicolai Berzarin,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Sergiu Coipan,str. Sergiu Coipan,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Domniței,str. Domniței,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Gura Văii,str. Gura Văii,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Ipotești,str. Ipotești,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Memoriei,str. Memoriei,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 21/1,str. Mircești 21/1,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 21/2,str. Mircești 21/2,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 21/3,str. Mircești 21/3,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 22/1,str. Mircești 22/1,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 22/1A,str. Mircești 22/1A,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 22/1B,str. Mircești 22/1B,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 22/2,str. Mircești 22/2,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 22/2A,str. Mircești 22/2A,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 22/2B,str. Mircești 22/2B,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 30,str. Mircești 30,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 36,str. Mircești 36,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 38,str. Mircești 38,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 47,str. Mircești 47,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 56/5,str. Mircești 56/5,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 96,str. Mircești 96,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Mircești 181,str. Mircești 181,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Tudor Panfile,str. Tudor Panfile,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Pescărușilor,str. Pescărușilor,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Strășeni,str. Strășeni,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Semion Timoșenko,str. Semion Timoșenko,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Fiodor Tolbuhin,str. Fiodor Tolbuhin,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Valea Albă,str. Valea Albă,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Vasile Harea,str. Vasile Harea,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Voluntar Filip Lupașcu,str. Voluntar Filip Lupașcu,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Voluntar Grigore Vârtosu,str. Voluntar Grigore Vârtosu,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Zamolxe,str. Zamolxe,201,"Blocul de studii al Universităţii Agrare de Stat din Moldova, (tel. 022 432659)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 1,str. Victor Crăsescu 1,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 2,str. Victor Crăsescu 2,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 3,str. Victor Crăsescu 3,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 4,str. Victor Crăsescu 4,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 5a,str. Victor Crăsescu 5a,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 6,str. Victor Crăsescu 6,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 7,str. Victor Crăsescu 7,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 8,str. Victor Crăsescu 8,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 9,str. Victor Crăsescu 9,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 10,str. Victor Crăsescu 10,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 11,str. Victor Crăsescu 11,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 12,str. Victor Crăsescu 12,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 13,str. Victor Crăsescu 13,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 14,str. Victor Crăsescu 14,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 15,str. Victor Crăsescu 15,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 16,str. Victor Crăsescu 16,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 17,str. Victor Crăsescu 17,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 18,str. Victor Crăsescu 18,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 19,str. Victor Crăsescu 19,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 20,str. Victor Crăsescu 20,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 21,str. Victor Crăsescu 21,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 22,str. Victor Crăsescu 22,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 24,str. Victor Crăsescu 24,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 26,str. Victor Crăsescu 26,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 28,str. Victor Crăsescu 28,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Victor Crăsescu 30,str. Victor Crăsescu 30,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 1,str. Criuleni 1,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 1a,str. Criuleni 1a,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 2,str. Criuleni 2,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 3,str. Criuleni 3,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 5,str. Criuleni 5,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 6,str. Criuleni 6,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 7,str. Criuleni 7,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 8,str. Criuleni 8,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 9,str. Criuleni 9,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 10,str. Criuleni 10,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 11,str. Criuleni 11,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 12,str. Criuleni 12,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 13,str. Criuleni 13,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 14,str. Criuleni 14,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 15,str. Criuleni 15,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 16,str. Criuleni 16,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 17,str. Criuleni 17,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 18,str. Criuleni 18,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 19,str. Criuleni 19,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 20,str. Criuleni 20,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 21,str. Criuleni 21,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 22,str. Criuleni 22,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 23a,str. Criuleni 23a,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 24,str. Criuleni 24,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 25,str. Criuleni 25,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 26,str. Criuleni 26,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Criuleni 27,str. Criuleni 27,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 54,str. Doina 54,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 56,str. Doina 56,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 58,str. Doina 58,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 59,str. Doina 59,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 60,str. Doina 60,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 62,str. Doina 62,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 64,str. Doina 64,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 66,str. Doina 66,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 68,str. Doina 68,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 70,str. Doina 70,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 72,str. Doina 72,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 74,str. Doina 74,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 75,str. Doina 75,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 76,str. Doina 76,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
29,55167,MUNICIPIUL CHIȘINĂU - Centru/Rîșcani,Муниципий Кишинэу - Центр/Рышкань,str. Doina 77,str. Doina 77,211,"S.A. ""Constantin şi Elena"", (tel. 022 462068)"
